sample,fastq_1,fastq_2,strandedness
SRX7656975,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656975_SRR10995894.fastq.gz,,auto
SRX7656976,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656976_SRR10995893.fastq.gz,,auto
SRX7656977,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656977_SRR10995892.fastq.gz,,auto
SRX7656978,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656978_SRR10995891.fastq.gz,,auto
SRX7656979,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656979_SRR10995890.fastq.gz,,auto
SRX7656980,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656980_SRR10995889.fastq.gz,,auto
SRX7656981,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656981_SRR10995888.fastq.gz,,auto
SRX7656982,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656982_SRR10995887.fastq.gz,,auto
SRX7656983,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656983_SRR10995886.fastq.gz,,auto
SRX7656984,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656984_SRR10995885.fastq.gz,,auto
SRX7656985,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656985_SRR10995884.fastq.gz,,auto
SRX7656986,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656986_SRR10995883.fastq.gz,,auto
SRX7656987,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656987_SRR10995882.fastq.gz,,auto
SRX7656988,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656988_SRR10995881.fastq.gz,,auto
SRX7656989,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656989_SRR10995880.fastq.gz,,auto
SRX7656990,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656990_SRR10995879.fastq.gz,,auto
SRX7656991,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656991_SRR10995878.fastq.gz,,auto
SRX7656992,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656992_SRR10995877.fastq.gz,,auto
SRX7656993,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656993_SRR10995876.fastq.gz,,auto
SRX7656994,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656994_SRR10995875.fastq.gz,,auto
SRX7656995,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656995_SRR10995874.fastq.gz,,auto
SRX7656996,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX7656996_SRR10995873.fastq.gz,,auto
