gene_id	gene_name	SRX13037862	SRX13037863	SRX13037864	SRX13037865	SRX13037866	SRX13037867	SRX13037868	SRX13037869	SRX13037870	SRX13037871
LOC111099053	LOC111099053	1293	1293	1293	1293	1293	1293	1293	1293	1293	1293
LOC111099054	LOC111099054	1296	1296	1296	1296	1296	1296	1296	1296	1296	1296
LOC111099055	LOC111099055	4116	4116	4116	4116	4116	4116	4116	4116	4116	4116
LOC111099056	LOC111099056	2073	2073	2073	2091.23033467041	2073	2113	2091.8826882341	2073	2123.28276858335	2129
LOC111099057	LOC111099057	912	912	912	912	912	912	912	912	912	912
LOC111099058	LOC111099058	1334	1334	1334	1334	1334	1334	1334	1334	1334	1334
LOC111099059	LOC111099059	1141.02314286595	1204	1204	1204	1204	1003	1069.76723079647	1003	1204	1204
LOC111099060	LOC111099060	1627	1627	1627	1644.95073253687	1644.95073253687	1627	1627	1700	1700	1627
LOC111099061	LOC111099061	969	969	969	969	969	969	969	969	969	969
LOC111099062	LOC111099062	1862	1862	1862	1862	1862	1862	1862	1862	1862	1862
LOC111099063	LOC111099063	1843	1843	1843	1843	1843	1843	1843	1843	1843	1843
LOC111099064	LOC111099064	986	986	986	986	986	986	986	986	986	986
LOC111099065	LOC111099065	570.5	570.5	570.5	570.5	570.5	570.5	570.5	570.5	570.5	570.5
LOC111099066	LOC111099066	711.499473437613	711.499473437613	711.499473437613	711.499473437613	711.499473437613	713	711	711.499473437613	711	711
LOC111099067	LOC111099067	2345	2345	2345	2345	2345	2345	2345	2345	2345	2345
LOC111099068	LOC111099068	2428	2428	2428	2428	2428	2428	2428	2428	2428	2428
LOC111099069	LOC111099069	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541
LOC111099070	LOC111099070	1590.52539227793	1590.52539227793	1540	1590.52539227793	1590.52539227793	1540	1686.62017710747	1540	1706.64607571209	1540
LOC111099071	LOC111099071	1069	1069	1069	1069	1069	1069	1069	1069	1069	1069
LOC111099072	LOC111099072	1537	1537	1537	1537	1537	1537	1537	1537	1537	1537
LOC111099073	LOC111099073	2065	2065	2065	2065	2065	2065	2065	2065	2065	2065
LOC111099074	LOC111099074	992	992	992	992	992	992	992	992	992	992
LOC111099075	LOC111099075	217	217	217	217	217	217	217	217	217	217
LOC111099076	LOC111099076	933	933	933	933	933	933	933	933	933	933
LOC111099077	LOC111099077	1290	1290	1290	1290	1290	1290	1290	1290	1290	1290
LOC111099078	LOC111099078	4833.58959942963	4833.58959942963	4833.58959942963	4833.58959942963	4833.58959942963	4910	4833.58959942963	4910	4973	4553
LOC111099079	LOC111099079	3057	3057	3057	3057	3057	3057	3057	3057	3057	3057
LOC111099080	LOC111099080	1222	1222	1222	1222	1222	1222	1222	1222	1222	1222
LOC111099081	LOC111099081	811.998308193291	804	804	813.553948177866	804	807.108331544102	812.04477591838	824.067627743957	804	808.593311648112
LOC111099082	LOC111099082	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106
LOC111099083	LOC111099083	981	981	981	981	981	981	981	981	981	981
LOC111099084	LOC111099084	435.11641823991	457	457	435.11641823991	457	373	423.926026054333	425.763202190616	457	437.53412496108
LOC111099085	LOC111099085	134	134	134	134	134	134	134	134	134	134
LOC111099086	LOC111099086	22.433	22.433	22.433	22.433	22.433	22.433	22.433	22.433	22.433	22.433
LOC111099087	LOC111099087	2915	2915	2915	2915	2915	3135.64741961934	3333.74195799737	3363.02178828713	3434	3434
LOC111099088	LOC111099088	3525.9303614105	3525.9303614105	3147	3525.9303614105	3525.9303614105	3801	3801	3533.09478448481	3147	3801
LOC111099089	LOC111099089	176	176	176	176	176	176	176	176	176	176
LOC111099090	LOC111099090	1168	1168	1168	1168	1168	1168	1168	1168	1168	1168
LOC111099091	LOC111099091	3053	3053	3053	3053	3053	3053	3053	3053	3053	3053
LOC111099092	LOC111099092	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796
LOC111099093	LOC111099093	1495	1495	1495	1495	1495	1495	1495	1495	1495	1495
LOC111099094	LOC111099094	584	584	584	584	584	584	584	584	584	584
LOC111099095	LOC111099095	1531	1531	1531	1545.60325631339	1531	1571	1571	1547.71973276741	1544.61373503251	1552.80482393465
LOC111099096	LOC111099096	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078
LOC111099097	LOC111099097	2117	2117	2117	2117	2117	2190.07718835221	2161	2161	2161	2161
LOC111099098	LOC111099098	919	919	919	919	919	919	919	919	919	919
LOC111099099	LOC111099099	1135	1135	1316.489650548	1135	1316.489650548	1135	1527	1527	1527	1527
LOC111099101	LOC111099101	5169.37292348259	5173.73986169262	5173.26421372871	5176	5165.34227999149	5160.79094156747	5145.73360058062	5158.88590942395	5181.16532253859	5150.37564010697
LOC111099102	LOC111099102	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734
LOC111099103	LOC111099103	2866	2866	2866	2866	2866	2880.9569311135	2876.57839881227	2954.40501849767	2931.30318791572	2905.3320282135
LOC111099104	LOC111099104	5160	5160	5160	5160	5160	5160	5160	5160	5160	5160
LOC111099105	LOC111099105	3448	3448	3448	3448	3448	3448	3448	3448	3448	3448
LOC111099106	LOC111099106	1893.56868010407	1864	1864	1864	1864	1973	1898.19500527111	1882.3701108584	1973	1864
LOC111099107	LOC111099107	1430	1430	1430	1430	1430	1430	1430	1430	1430	1430
LOC111099108	LOC111099108	1839	1839	1839	1839	1839	1839	1839	1839	1839	1839
LOC111099109	LOC111099109	937	937	937	937	937	937	937	937	937	937
LOC111099110	LOC111099110	1272	1272	1272	1272	1272	1272	1272	1272	1272	1272
LOC111099111	LOC111099111	1614	1614	1614	1614	1614	1614	1614	1614	1614	1614
LOC111099112	LOC111099112	4016	4016	4016	4016	4016	4016	4016	4016	4016	4016
LOC111099113	LOC111099113	445	445	445	445	445	445	445	445	445	445
LOC111099114	LOC111099114	1392	1392	1392	1392	1392	1392	1392	1392	1392	1392
LOC111099115	LOC111099115	2867	2867	2867	2867	2867	2867	2867	2867	2867	2867
LOC111099116	LOC111099116	1164	1164	1164	1164	1164	1164	1164	1164	1164	1164
LOC111099117	LOC111099117	462	462	462	462	462	462	462	462	462	462
LOC111099118	LOC111099118	1975	1975	1975	1975	1975	1975	1975	1975	1975	1975
LOC111099119	LOC111099119	891	891	891	891	891	891	891	891	891	891
LOC111099120	LOC111099120	1724	1724	1724	1724	1724	1724	1724	1724	1724	1724
LOC111099121	LOC111099121	1653	1653	1653	1653	1653	1653	1653	1653	1653	1653
LOC111099122	LOC111099122	1186	1186	1186	1186	1186	1640	1610.80107389342	1599.68602126801	1593.66559018859	1580.39668336978
LOC111099123	LOC111099123	2841	2841	2841	2841	2841	2841	2841	2841	2841	2841
LOC111099124	LOC111099124	780	780	780	780	780	780	780	780	780	780
LOC111099125	LOC111099125	2399	2510.35784464192	2399	2510.35784464192	2510.35784464192	2572.12225405161	2589	2517.97107159564	2560.16634325865	2543
LOC111099126	LOC111099126	1407	1407	1407	1407	1407	1407	1407	1407	1407	1407
LOC111099127	LOC111099127	2045.72235643443	2045.72235643443	2045.72235643443	2045.72235643443	2045.72235643443	2041.1016381031	2042.35497109272	2050.47071577041	2042.18178011473	2052.53055139493
LOC111099128	LOC111099128	604	604	604	604	604	604	604	604	604	604
LOC111099129	LOC111099129	219	219	219	219	219	219	219	219	219	219
LOC111099130	LOC111099130	830	830	830	830	830	830	830	830	830	830
LOC111099131	LOC111099131	6626	6626	6631.62356832434	6626	6631.62356832434	6635	6635	6635	6635	6635
LOC111099132	LOC111099132	429	429	429	429	429	429	429	429	429	429
LOC111099133	LOC111099133	2837	2837	2837	4202	4202	4135.64842624427	4353.30487145616	3739.65397028399	4298.68898224416	4159.27720365267
LOC111099134	LOC111099134	687	687	687	687	687	687	687	687	687	687
LOC111099135	LOC111099135	1768	1768	1768	1768	1768	1729.69418582015	1747.2652178939	1741.22291107606	1768	1718.78781787013
LOC111099136	LOC111099136	546	546	546	546	546	546	546	546	546	546
LOC111099137	LOC111099137	1203	1203	1203	1203	1203	1203	1203	1203	1203	1203
LOC111099138	LOC111099138	871	871	871	871	871	871	871	871	871	871
LOC111099139	LOC111099139	3303.73124587894	3303.73124587894	3303.73124587894	3303.73124587894	3303.73124587894	3309	3302	3303.66178824504	3302	3302
LOC111099140	LOC111099140	3563	3563	3563	3563	3563	3563	3563	3563	3563	3563
LOC111099141	LOC111099141	1209	1209	1209	1209	1209	1209	1209	1209	1209	1209
LOC111099142	LOC111099142	982	982	982	982	982	982	982	982	982	982
LOC111099143	LOC111099143	1069	1069	1069	1069	1069	1069	1069	1069	1069	1069
LOC111099144	LOC111099144	468	468	468	468	468	468	468	468	468	468
LOC111099145	LOC111099145	3500	3500	3494	3494	3494	3494	3500	3500	3500	3494
LOC111099146	LOC111099146	456.568259903324	347.264965456392	955	955	306	306	391.30583682348	324.702146558539	381.860032833712	339.329215909801
LOC111099147	LOC111099147	2225.54113651038	2225.54113651038	2225.54113651038	2225.54113651038	2225.54113651038	2229	2229	2223.71470619394	2223	2223
LOC111099148	LOC111099148	1449	1449	1449	1449	1449	1449	1449	1449	1449	1449
LOC111099149	LOC111099149	755	755	755	755	755	755	755	755	755	755
LOC111099150	LOC111099150	1396.65885232563	1396.65885232563	1396.65885232563	1396.65885232563	1396.65885232563	1404.39478966474	1426.56430293175	1391.32874218898	1356.71834982489	1405.24378753879
LOC111099151	LOC111099151	3061	3061	3061	3061	3061	3069.36659864341	3066.36762577854	3073.72237800754	3086.91916133633	3087.89604667707
LOC111099152	LOC111099152	2179	1906.3192729533	1906.3192729533	1773	1773	1773	1773	2179	1994.15954997283	1864.04247183405
LOC111099153	LOC111099153	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457
LOC111099154	LOC111099154	1269	1269	1269	1269	1269	1269	1269	1269	1269	1269
LOC111099155	LOC111099155	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
LOC111099156	LOC111099156	1719	1719	1719	1719	1719	1719	1719	1719	1719	1719
LOC111099157	LOC111099157	2846	2789.27798781746	2991.81592171045	2495	2832.27094119169	2966.45544322302	2961.30489136855	3004.64002530152	3035.0996785494	3023.13337379514
LOC111099158	LOC111099158	2794	2794	2794	2794	2794	2794	2794	2794	2794	2794
LOC111099159	LOC111099159	115	115	115	115	115	115	115	115	115	115
LOC111099160	LOC111099160	131	131	131	131	131	131	131	131	131	131
LOC111099161	LOC111099161	1987	1987	1987	1987	1987	1987	1987	1987	1987	1987
LOC111099162	LOC111099162	421	421	421	421	421	421	421	421	421	421
LOC111099163	LOC111099163	763	763	763	763	763	763	763	763	763	763
LOC111099164	LOC111099164	169	169	169	169	169	169	169	169	169	169
LOC111099165	LOC111099165	4372	4372	4372	4372	4372	4372	4372	4372	4372	4372
LOC111099166	LOC111099166	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026
LOC111099167	LOC111099167	938	938	938	938	938	938	938	938	938	938
LOC111099168	LOC111099168	4726	5209.00787680095	4726	5482	5209.00787680095	5342.1215235741	5353.80134050217	5346.32331647713	5343.60636146472	5418.11170874339
LOC111099169	LOC111099169	2806	2806	2806	2806	2806	2806	2806	2806	2806	2806
LOC111099170	LOC111099170	717	717	717	717	717	717	717	717	717	717
LOC111099171	LOC111099171	1358	1358	2247	1358	1358	1810.55317723226	1492.72884398316	1643.62612969908	1605.59165149216	1737.48815205011
LOC111099172	LOC111099172	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182
LOC111099173	LOC111099173	441	441	441	441	441	441	441	441	441	441
LOC111099174	LOC111099174	1485	1485	1485	1485	1485	1491.68405727732	1485	1491.09177066106	1506	1485
LOC111099175	LOC111099175	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
LOC111099176	LOC111099176	1688	1688	1688	1688	1688	1688	1688	1688	1688	1688
LOC111099177	LOC111099177	33.302	33.302	33.302	33.302	33.302	33.302	33.302	33.302	33.302	33.302
LOC111099178	LOC111099178	389	389	389	389	389	389	389	389	389	389
LOC111099179	LOC111099179	2217	2217	2217	2217	2217	2217	2217	2217	2217	2217
LOC111099180	LOC111099180	1447	1447	1447	1447	1447	1447	1447	1447	1447	1447
LOC111099181	LOC111099181	584.5	584.5	584.5	584.5	584.5	584.5	584.5	584.5	584.5	584.5
LOC111099182	LOC111099182	1503	1503	1503	1503	1503	1503	1503	1503	1503	1503
LOC111099183	LOC111099183	1761	1761	1761	1761	1761	1761	1761	1761	1761	1761
LOC111099184	LOC111099184	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075
LOC111099185	LOC111099185	2716	2716	2716	2716	2716	2716	2716	2716	2716	2716
LOC111099186	LOC111099186	2746	2746	2746	2746	2746	2746	2746	2746	2746	2746
LOC111099187	LOC111099187	849	849	849	849	849	849	849	849	849	849
LOC111099188	LOC111099188	808	808	808	808	808	808	808	808	808	808
LOC111099189	LOC111099189	881	881	881	881	881	881	881	881	881	881
LOC111099190	LOC111099190	409.5	409.5	409.5	409.5	409.5	409.5	409.5	409.5	409.5	409.5
LOC111099191	LOC111099191	1381	1381	1381	1381	1381	1381	1381	1381	1381	1381
LOC111099192	LOC111099192	3703	3703	3703	3703	3703	3703	3703	3703	3703	3703
LOC111099193	LOC111099193	1711	1711	1711	1711	1711	1711	1711	1711	1711	1711
LOC111099194	LOC111099194	2779.43749187568	2766.88101018218	2721.43742552619	2752.84894999938	2745.95755938072	2472.91559733012	2572.27146911377	2526.66434477447	2546.02485684761	2560.15978817408
LOC111099195	LOC111099195	1266	1266	1266	1266	1266	1266	1266	1266	1266	1266
LOC111099196	LOC111099196	2033	2033	2088.38464813897	2033	2033	2059.83010195346	2246.68590031358	2109.82297259508	2033	2188.01198647868
LOC111099197	LOC111099197	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712
LOC111099198	LOC111099198	113	113	113	113	113	113	113	113	113	113
LOC111099199	LOC111099199	3918.07831273762	3918.07831273762	3918.07831273762	3918.07831273762	3918.07831273762	3957.53267870778	3913.53229490406	3903.83091931983	3947.53190892469	3868.61472701989
LOC111099200	LOC111099200	2605	2605	2605	2605	2605	2605	2605	2605	2605	2605
LOC111099201	LOC111099201	1591	1591	1591	1591	1591	1591	1591	1591	1591	1591
LOC111099202	LOC111099202	2628	2628	2628	2628	2628	2628	2628	2628	2628	2628
LOC111099203	LOC111099203	1148	1148	1148	1148	1148	1148	1148	1148	1148	1148
LOC111099204	LOC111099204	659	659	659	659	659	659	659	659	659	659
LOC111099205	LOC111099205	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050
LOC111099206	LOC111099206	833	772	840.917234298506	798.902217730423	873.915169983361	962.438599058694	960.972490437086	966.479668804958	968.106741647382	930.605277492282
LOC111099207	LOC111099207	1826	1826	1826	1826	1826	1826	1826	1826	1826	1826
LOC111099208	LOC111099208	721	721	721	721	721	721	721	721	721	721
LOC111099209	LOC111099209	1392	1392	1392	1392	1392	1392	1392	1392	1392	1392
LOC111099210	LOC111099210	1791	1791	1791	1791	1791	1791	1791	1791	1791	1791
LOC111099211	LOC111099211	3432	3432	3432	3432	3432	3432	3432	3432	3432	3432
LOC111099212	LOC111099212	1948	1948	1948	1948	1948	1948	1948	1948	1948	1948
LOC111099213	LOC111099213	1263	1263	1263	1263	1263	1263	1263	1263	1263	1263
LOC111099214	LOC111099214	2020	2020	2020	2020	2020	2020	2020	2020	2020	2020
LOC111099215	LOC111099215	470	470	470	470	470	470	470	470	470	470
LOC111099216	LOC111099216	1971	1971	1971	1971	1971	1971	1971	1971	1971	1971
LOC111099217	LOC111099217	6057	6057	6057	6057	6057	7243.20596337556	7375.11467618507	7383.44921491766	7319.0328435392	7403.55317090186
LOC111099218	LOC111099218	8968	8968	8968	8968	8968	8968	8968	8968	8968	8968
LOC111099219	LOC111099219	1510	1510	1510	1510	1510	1510	1510	1510	1510	1510
LOC111099220	LOC111099220	1032	1014	1014	1014	1014	1014	1014.93924459252	1014	1014	1014
LOC111099221	LOC111099221	503	503	503	503	503	503	503	503	503	503
LOC111099222	LOC111099222	1020	1020	1020	1020	1020	1114	1093.695560998	1082.9628320677	1114	1069.52292854741
LOC111099223	LOC111099223	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080
LOC111099224	LOC111099224	972	972	972	972	972	972	972	972	972	972
LOC111099225	LOC111099225	2625	2625	2625	2625	2625	2625	2625	2625	2625	2625
LOC111099226	LOC111099226	1816	1816	1816	1816	1816	1816	1816	1816	1816	1816
LOC111099227	LOC111099227	293.94813334628	293.94813334628	293.94813334628	288	293.94813334628	286.189592414913	302.768341288463	285.434174265468	301.425525496149	300.456399678103
LOC111099228	LOC111099228	3582	3582	3582	3582	3582	3582	3582	3582	3582	3582
LOC111099229	LOC111099229	1355	1355	1355	1355	1355	1355	1355	1355	1355	1355
LOC111099230	LOC111099230	1551.11148847701	1551.11148847701	1551.11148847701	1551.11148847701	1551.11148847701	1562.86745465606	1561.39511885091	1544.82640552532	1551.41823136259	1535.2232284865
LOC111099246	LOC111099246	1860	1860	1860	1860	1860	1860	1860	1860	1860	1860
LOC111099262	LOC111099262	1503	1503	1503	1503	1503	1503	1503	1503	1503	1503
LOC111099278	LOC111099278	375	375	375	375	375	375	375	375	375	375
LOC111099289	LOC111099289	1066	1066	1066	1066	1066	1066	1066	1066	1066	1066
LOC111099300	LOC111099300	1439	1420.76760618773	1439	1439	1439	1405.15376006315	1405.04197242398	1410.13442306883	1405.67422104907	1405.74290614335
LOC111099316	LOC111099316	1652	1652	1652	1652	1652	1652	1652	1652	1652	1652
LOC111099327	LOC111099327	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750
LOC111099343	LOC111099343	2113	2113	2113	2113	2113	2113	2113	2113	2113	2113
LOC111099359	LOC111099359	4594	4594	4594	4594	4594	4594	4594	4594	4594	4594
LOC111099375	LOC111099375	1438	1458.13118185462	1438	1458.13118185462	1438	1467.34795529995	1458.918090306	1482	1479.24542449054	1464.34585359876
LOC111099408	LOC111099408	331	331	331	331	331	331	331	331	331	331
LOC111099409	LOC111099409	1105	1105	1105	1105	1105	1105	1105	1105	1105	1105
LOC111099410	LOC111099410	5174	5174	5174	5174	5174	5174	5174	5174	5174	5174
LOC111099411	LOC111099411	573	573	573	573	573	573	573	573	573	573
LOC111099412	LOC111099412	36.744	36.744	36.744	36.744	36.744	36.744	36.744	36.744	36.744	36.744
LOC111099413	LOC111099413	148	148	148	148	148	148	148	148	148	148
LOC111099414	LOC111099414	843	843	843	843	843	843	843	843	843	843
LOC111099415	LOC111099415	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963
LOC111099416	LOC111099416	467	467	467	467	467	467	467	467	467	467
LOC111099417	LOC111099417	1471	1471	1471	1471	1471	1471	1471	1471	1471	1471
LOC111099418	LOC111099418	4601	4601	4601	4601	4601	4601	4601	4601	4601	4601
LOC111099419	LOC111099419	2239	2239	2239	2239	2239	2239	2239	2239	2239	2239
LOC111099420	LOC111099420	2147	1798	1798	1879.13364697414	1798	1850.6492167523	1847.73356733228	1879.54477508971	1924.51175821761	1892.6975167039
LOC111099421	LOC111099421	573	573	573	573	573	573	573	573	573	573
LOC111099422	LOC111099422	325	325	325	325	325	325	325	325	325	325
LOC111099423	LOC111099423	247	247	247	247	247	247	247	247	247	247
LOC111099424	LOC111099424	2395	2395	2395	2395	2395	2395	2395	2395	2395	2395
LOC111099425	LOC111099425	622	622	622	622	622	622	622	622	622	622
LOC111099426	LOC111099426	4672.02749755362	4608.54937814216	4589.38770269974	4541.01246374952	4592.64570373133	4559.22392709057	4569.55153100342	4568.11805994586	4578.210189111	4579.42069934574
LOC111099427	LOC111099427	2275	2275	2275	2275	2275	2402.91801090968	2566.28325937325	2505.36161073186	2573.58349972406	2472.818032676
LOC111099428	LOC111099428	1434	1434	1434	1434	1434	1434	1434	1434	1434	1434
LOC111099429	LOC111099429	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440
LOC111099430	LOC111099430	608.461010652627	629	629	608.461010652627	608.461010652627	560	629	629	629	560
LOC111099431	LOC111099431	331	331	331	331	331	331	331	331	331	331
LOC111099432	LOC111099432	900	900	900	900	900	900	900	900	900	900
LOC111099433	LOC111099433	699	699	699	699	699	699	699	699	699	699
LOC111099434	LOC111099434	421	421	421	421	421	421	421	421	421	421
LOC111099435	LOC111099435	92.011	92.011	92.011	92.011	92.011	92.011	92.011	92.011	92.011	92.011
LOC111099436	LOC111099436	685	685	685	685	685	685	685	685	685	685
LOC111099437	LOC111099437	2313	2313	2313	2313	2313	2313	2313	2313	2313	2313
LOC111099438	LOC111099438	993	1002.38698462725	993	1002.38698462725	993	1008	1008	1008	1008	1008.30861518933
LOC111099439	LOC111099439	1846	1846	1846	1846	1846	1846	1846	1846	1846	1846
LOC111099440	LOC111099440	253	253	253	253	253	253	253	253	253	253
LOC111099441	LOC111099441	1314	1314	1314	1314	1314	1314	1314	1314	1314	1314
LOC111099442	LOC111099442	960	960	960	960	960	960	960	960	960	960
LOC111099443	LOC111099443	995	995	995	995	995	996.882989060561	999.941577219416	1001.1482144447	997.251361928441	1002.6443410837
LOC111099444	LOC111099444	497	497	497	497	497	497	497	497	497	497
LOC111099445	LOC111099445	9.253	9.253	9.253	9.253	9.253	9.253	9.253	9.253	9.253	9.253
LOC111099446	LOC111099446	1517	1517	1517	1517	1517	1517	1517	1517	1517	1517
LOC111099447	LOC111099447	696	696	696	696	696	696	696	696	696	696
LOC111099448	LOC111099448	699	699	699	699	699	699	699	699	699	699
LOC111099449	LOC111099449	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139
LOC111099450	LOC111099450	1271.13971706326	1271.13971706326	1271.13971706326	1271.13971706326	1271.13971706326	1310	1310	1310	1215	1215
LOC111099451	LOC111099451	282	282	282	282	282	282	282	282	282	282
LOC111099452	LOC111099452	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454
LOC111099453	LOC111099453	580	580	580	580	580	580	580	580	580	580
LOC111099454	LOC111099454	1652	1652	1652	1652	1652	1652	1652	1652	1652	1652
LOC111099455	LOC111099455	368	368	368	368	368	368	368	368	368	368
LOC111099456	LOC111099456	868	868	868	868	868	868	868	868	868	868
LOC111099457	LOC111099457	2510.59999284081	903	2510.59999284081	2510.59999284081	2510.59999284081	3079.12733726085	3077.63881918641	3102.49921190458	3076.43864450816	3066
LOC111099458	LOC111099458	5825	5690	5825	5690	5825	5805.64615908312	5817.18371021846	5806.86003284788	5780.22413083989	5810.80879440491
LOC111099459	LOC111099459	803	803	803	816.632915922081	803	834	834	834	834	803
LOC111099460	LOC111099460	1992	1992	1992	1997.38907627783	1997.38907627783	2010	1992	1992	1999.22916101761	2010
LOC111099461	LOC111099461	3357	3357	3357	3357	3357	3357	3357	3357	3357	3357
LOC111099462	LOC111099462	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733
LOC111099463	LOC111099463	2401	2401	2444.39621124838	2401	2444.39621124838	2431.18935846129	2494.57027893192	2479.12831117323	2504.28930657169	2445.67250554229
LOC111099464	LOC111099464	2834	2834	2834	2834	2834	2782.76505179058	2785.45146554522	2781.94085552853	2807.93429928983	2816.95676031607
LOC111099465	LOC111099465	868.305470310664	868.305470310664	868.305470310664	868.305470310664	868.305470310664	877.588891534125	866	866	866	866
LOC111099466	LOC111099466	434	434	434	434	434	434	434	434	434	434
LOC111099467	LOC111099467	55.9904038900579	55.9904038900579	55.9904038900579	55.9904038900579	55.9904038900579	55.9904038900579	46.1263506980032	63.0326081458235	60.3707299118745	55.9904038900579
LOC111099468	LOC111099468	1374	1374	1374	1374	1374	1374	1374	1374	1374	1374
LOC111099469	LOC111099469	2481	2481	2481	2481	2481	2481	2481	2481	2481	2481
LOC111099470	LOC111099470	2313	2313	2313	2313	2313	2313	2313	2313	2313	2313
LOC111099471	LOC111099471	1503	1503	1503	1503	1503	1503	1503	1503	1503	1503
LOC111099472	LOC111099472	273	273	273	273	273	273	273	273	273	273
LOC111099473	LOC111099473	366	366	366	366	366	366	366	366	366	366
LOC111099474	LOC111099474	911	911	911	911	911	911	911	911	911	911
LOC111099475	LOC111099475	382	382	382	382	382	382	382	382	382	382
LOC111099476	LOC111099476	2423	2423	2423	2423	2423	2536.6086263819	2460.03751104296	2490.4575177671	2473.73688178231	2464.32835724845
LOC111099477	LOC111099477	10594	10594	10594	10594	10594	10594	10594	10594	10594	10594
LOC111099478	LOC111099478	3818	3818	3818	3818	3818	3818	3818	3818	3818	3818
LOC111099479	LOC111099479	398	350.898170680021	398	339.231639909652	357.424328934302	395.824209256976	394.806075391321	398	394.376683246801	394.166112928643
LOC111099480	LOC111099480	239	239	239	239	239	239	239	239	239	239
LOC111099481	LOC111099481	2179	2070	2179	2070	2179	2101	2101	2103.7392750576	2122.49416416615	2107.92626874256
LOC111099482	LOC111099482	734	734	734	734	734	734	734	734	734	734
LOC111099483	LOC111099483	4609.84719725674	4615.66516384233	4623	4486	4596	4620.98422974841	4619.93198390711	4619.5744171318	4621.74947319152	4614.97688755879
LOC111099484	LOC111099484	1580	1580	1580	1580	1580	1580	1580	1580	1580	1580
LOC111099485	LOC111099485	988	988	988	988	988	988	988	988	988	988
LOC111099486	LOC111099486	2292	2292	2292	2292	2292	2371.72761204093	2670	2371.72761204093	2499.59323357529	2371.72761204093
