Row.names,logFC,logCPM,LR,PValue,FDR,Protein.Name
gene10838,-0.007450703,7.664027934,0.000762352,0.977972635,0.998340714,jupiter microtubule associated homolog 1-like isoform X1
gene10839,-0.369523281,3.338150476,0.477801413,0.489419877,0.959339323,uncharacterized protein LOC111124551
gene10840,-0.361894604,4.303321562,0.765388012,0.3816476,0.939249657,syntaxin-binding protein 4-like
gene10841,0.840242068,4.849656441,2.103225491,0.146988775,0.876049419,ubiquitin-like protein 3
gene10842,-0.091308793,5.065708844,0.063913266,0.800414474,0.990432833,ELMO domain-containing protein 2-like isoform X1
gene10843,-0.396290354,6.786334322,3.777064966,0.051959728,0.741510393,uncharacterized protein LOC111125783
gene10845,-0.940324027,3.900896658,2.757432585,0.096803478,0.825167704,multifunctional protein ADE2-like
gene10846,-0.030238669,5.904195668,0.002200995,0.962581163,0.99779636,transient receptor potential-gamma protein-like isoform X1
gene1085,0.567024305,3.328174379,0.314124479,0.5751602,0.976289195,C1q-related factor-like isoform X3
gene10852,-0.339274047,4.135976821,0.619223558,0.431335963,0.95203001,sodium bicarbonate transporter-like protein 11 isoform X1
gene10853,-1.185798435,2.560756913,2.200449177,0.137970529,0.863728331,DNA-directed RNA polymerase I subunit RPA49-like
gene10855,0.372310185,3.86063717,0.288771162,0.591009077,0.978656963,putative polypeptide N-acetylgalactosaminyltransferase 10
gene10858,-0.462059126,8.064756833,2.215988008,0.136587594,0.863321167,homeobox protein Mohawk-like
gene1086,2.897081554,2.482391434,6.154191605,0.013110102,0.523048548,uncharacterized protein LOC111104556
gene10860,-0.926784666,4.186047348,2.03706446,0.153505637,0.878894448,MPN domain-containing protein-like
gene10867,0.322926645,5.56868701,0.883633732,0.347208357,0.932260097,golgin subfamily A member 2-like isoform X1
gene10868,0.151726573,5.519698801,0.170969343,0.679251755,0.98354685,heterogeneous nuclear ribonucleoprotein L-like
gene10869,0.966882583,4.801577813,1.963825766,0.16110475,0.884593411,uncharacterized protein LOC111123801 isoform X1
gene1087,-0.092799995,3.323004327,0.01838652,0.892139953,0.993795637,DNA-directed RNA polymerase III subunit RPC2-like
gene10870,-0.652394953,6.754643182,5.421387576,0.019891546,0.572924791,cell adhesion molecule-related/down-regulated by oncogenes-like
gene10871,-0.571553586,3.262491329,0.676409579,0.410825821,0.946349165,"cyclic pyranopterin monophosphate synthase, mitochondrial-like"
gene10873,-0.200452668,5.1401638,0.177800019,0.673270726,0.98354685,"beta-1,3-galactosyltransferase 1-like"
gene10874,-0.371904762,6.414812419,0.306540714,0.57981074,0.97701797,tyrosine-protein kinase transmembrane receptor Ror-like isoform X1
gene10875,0.166009369,4.919787118,0.205038723,0.650684109,0.981107713,FMRFamide receptor-like isoform X1
gene10877,-0.155166933,3.14161386,0.07881629,0.778907993,0.9880017,uncharacterized protein LOC111126860
gene10878,-0.262609117,4.232060107,0.203624575,0.651810964,0.981107713,cardioacceleratory peptide receptor-like
gene10879,-0.592055442,3.471118042,1.780149213,0.182131005,0.893782014,"protein phosphatase 1K, mitochondrial-like"
gene1088,0.317396705,5.155477129,0.710128605,0.399401121,0.944478449,LOW QUALITY PROTEIN: uncharacterized protein LOC111125438
gene10883,0.23952528,4.965846413,0.139875882,0.708404434,0.98547842,brain-specific homeobox protein homolog
gene10884,0.565434591,5.079693188,1.945870453,0.163032545,0.885762314,multidrug resistance-associated protein 1-like isoform X1
gene10885,0.182000436,5.580799671,0.391954526,0.531273805,0.967268978,dixin-like isoform X1
gene10886,-0.193033488,7.263397261,0.592247793,0.441551225,0.953854878,uncharacterized protein LOC111126788 isoform X1
gene1089,0.010183991,2.623518372,0.000176993,0.989385361,0.999243796,UBX domain-containing protein 11-like isoform X1
gene10890,-0.311499653,10.34109924,1.182007761,0.276947634,0.928733489,40S ribosomal protein S18
gene10891,-0.317987014,5.102397357,0.601873547,0.437864074,0.953854878,ribosomal RNA-processing protein 14-C-like
gene10892,0.004774627,3.095634222,7.63E-05,0.993031702,0.999243796,vesicle-fusing ATPase 1-like
gene10894,-0.309042896,4.024554784,0.41443557,0.519726728,0.965262428,protein Wnt-9a-like
gene10895,-0.196403582,3.284768094,0.031881438,0.858288121,0.993124605,protein Wnt-1-like isoform X1
gene10896,-0.590943642,3.512148014,1.256060406,0.262398121,0.92508069,protein Wnt-6-like
gene10897,-0.363499835,3.747466823,0.468372558,0.493736822,0.960128354,protein Wnt-10b-like isoform X1
gene10899,-0.317445354,4.827427908,0.616365244,0.4324012,0.952221811,tubulin polyglutamylase TTLL11-like isoform X1
gene1090,-0.903731831,3.804657092,0.88517012,0.346789524,0.932260097,von Willebrand factor D and EGF domain-containing protein-like isoform X1
gene10900,-0.150070651,4.59045245,0.144928112,0.703430136,0.985152436,tubulin polyglutamylase TTLL11-like
gene10901,0.61155,3.88151723,1.387034811,0.238906488,0.916485286,NADPH oxidase activator-like
gene10903,0.091534033,3.242000334,0.01202601,0.912676513,0.993795637,stress response protein NST1-like isoform X2
gene10904,0.433401678,7.072601122,1.442144396,0.229792646,0.915303693,ras-related protein Rab-33-like
gene10909,-1.160324474,3.226858659,2.561918035,0.109465703,0.840207874,uncharacterize lncRNA
gene10911,-0.061109875,4.361400569,0.022949262,0.879589089,0.993795637,"beta-1,3-galactosyltransferase 1-like"
gene10912,1.161607504,4.315145843,1.318850598,0.250798437,0.921674566,ganglioside GM2 activator-like
gene10913,-1.073993689,3.677961361,3.487317264,0.061840725,0.771175114,uncharacterized protein LOC111127084
gene10914,-0.632896896,4.071749463,1.243687895,0.264761489,0.92508069,haloacid dehalogenase-like hydrolase domain-containing protein 2 isoform X1
gene10915,0.346198542,4.579239141,0.630466681,0.427184184,0.951191006,Down syndrome critical region protein 3-like
gene10916,0.347361005,5.507497263,0.50666951,0.476584165,0.957290126,uncharacterized protein LOC111125479
gene10917,-0.289737659,6.023757157,0.497031609,0.480807319,0.959052081,failed axon connections homolog isoform X1
gene10921,-0.172838529,5.303241857,0.281301437,0.595849475,0.978656963,malignant fibrous histiocytoma-amplified sequence 1 homolog
gene10923,-1.726153746,4.292458937,3.991025327,0.04574322,0.716820758,glutamate decarboxylase 1-like isoform X1
gene10924,-0.599718468,3.121729464,0.385711278,0.534562395,0.967596383,uncharacterized protein LOC111125480
gene10925,1.720704689,4.064181457,8.452012968,0.003646396,0.363368598,uncharacterized protein LOC111125482
gene10928,0.783406313,3.366567703,0.925813088,0.33595326,0.932260097,poly
gene10929,-1.707237501,4.74474752,3.213966438,0.073012289,0.786945948,poly
gene10934,0.029013391,6.612858147,0.009207962,0.923553829,0.993795637,uncharacterized protein LOC111126235
gene10935,-0.876997515,5.017892719,2.357441002,0.124686576,0.856386813,uncharacterized protein LOC111126236
gene10936,-0.477546698,6.305314637,2.255087144,0.133175959,0.863321167,pleiotropic regulator 1-like
gene10938,0.398860399,7.905066931,1.137454935,0.286190756,0.928733489,sodium- and chloride-dependent glycine transporter 1-like
gene10940,-0.33124848,5.756688593,0.900661134,0.342604499,0.932260097,heat shock 70 kDa protein 12A-like
gene10944,0.062872429,5.863885921,0.038545424,0.844351971,0.992241237,heat shock 70 kDa protein 12A-like
gene10945,-0.327594052,3.581900389,0.214915745,0.642941476,0.981107713,heat shock 70 kDa protein 12A-like
gene10946,-0.253716973,5.770512847,0.379686844,0.53777088,0.968839751,CAP-Gly domain-containing linker protein 1-like isoform X6
gene10947,-0.034538465,7.176561526,0.006541893,0.935535819,0.994259805,sterol regulatory element-binding protein 1-like
gene10948,-0.941574265,4.81984976,2.467507732,0.116222079,0.847057138,uncharacterized protein LOC111127452
gene10949,0.109028028,6.088641967,0.067842554,0.794504314,0.98984769,sequestosome-1-like
gene10950,0.104503469,7.006087208,0.080593655,0.776494515,0.987968907,tetratricopeptide repeat protein 29-like
gene10951,-0.584154957,3.556027217,0.914585435,0.338900688,0.932260097,STAGA complex 65 subunit gamma-like
gene10952,-0.203595805,4.945552782,0.253000109,0.614970486,0.978656963,uncharacterized protein LOC111125429 isoform X1
gene10953,-0.269562544,5.891926307,0.759281084,0.383553599,0.939249657,cytoplasmic dynein 2 heavy chain 1-like isoform X1
gene10954,0.326055056,5.535175347,1.440900119,0.229993737,0.915303693,DCN1-like protein 5
gene10956,0.03549307,5.849084555,0.00746898,0.931129957,0.993795637,hemicentin-1-like isoform X1
gene10958,-0.129797961,7.292838611,0.170298192,0.679846931,0.98354685,cilia- and flagella-associated protein 91-like isoform X1
gene10959,-0.712113146,4.956484274,3.843667743,0.049934177,0.732911251,homeobox protein PKNOX2-like isoform X1
gene1096,-0.868958865,4.550940399,0.511421299,0.474524233,0.95721304,oncoprotein-induced transcript 3 protein-like
gene10961,-0.658370031,5.278327549,0.561780605,0.453543698,0.956091449,baculoviral IAP repeat-containing protein 2-like isoform X1
gene10964,-0.319818989,5.986129729,0.689403891,0.406367214,0.945588216,electron transfer flavoprotein subunit beta-like
gene10965,0.213249346,4.155950071,0.198242784,0.656142975,0.981306138,phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1-like
gene10967,0.873212607,3.62203543,1.485920501,0.222850497,0.911328652,peroxisome proliferator-activated receptor delta-like isoform X1
gene10970,-1.11382472,3.283545354,2.50782361,0.113282283,0.840276016,uncharacterized protein LOC111126906
gene10971,0.267143309,2.457673741,0.069120226,0.792622062,0.989527986,leucine-rich repeat transmembrane neuronal protein 3-like isoform X1
gene10972,0.205715479,6.473900436,0.402098665,0.526007404,0.967156286,intraflagellar transport protein 46 homolog isoform X1
gene10973,0.165909313,7.621126806,0.285977997,0.592809528,0.978656963,cilia- and flagella-associated protein 44-like isoform X1
gene10974,0.251602459,3.58670511,0.256931052,0.612236446,0.978656963,anaphase-promoting complex subunit 2-like isoform X1
gene10975,-0.442358254,4.592786496,1.259471849,0.261751086,0.92508069,uncharacterized protein LOC111123785 isoform X1
gene10976,-0.172381012,6.293320325,0.48488925,0.486215994,0.959339323,NEDD4-binding protein 2-like
gene10977,-0.008144305,5.669170581,0.000880102,0.976333014,0.998340714,sister chromatid cohesion protein PDS5 homolog B-like
gene10978,-0.510388249,4.814890426,2.064924309,0.150722412,0.878492027,actin-related protein 5-like
gene10979,-0.116260287,5.480397599,0.210144134,0.646654456,0.981107713,putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16
gene10980,0.200814173,6.571910516,0.342887668,0.558167129,0.974759326,influenza virus NS1A-binding protein-like
gene10981,-0.132222965,5.349699519,0.176510624,0.674389264,0.98354685,ubiquitin-related modifier 1-like
gene10982,-0.914881626,3.423845637,2.639661099,0.104225775,0.835280082,protein-associating with the carboxyl-terminal domain of ezrin-like
gene10983,-0.154334686,5.482792188,0.176655306,0.674263515,0.98354685,protein SMG7-like
gene10984,0.490521828,4.86972193,0.753132602,0.385486239,0.939249657,abnormal spindle-like microcephaly-associated protein homolog
gene10985,-0.115296964,3.27118157,0.035347777,0.850868777,0.993015535,uncharacterized protein LOC111126101 isoform X1
gene10986,-0.842552068,2.391793753,0.347812909,0.555353808,0.973564967,uncharacterized protein LOC111123822 isoform X1
gene10987,0.211225676,5.482147835,0.640424025,0.423557293,0.950565135,ubiquitin carboxyl-terminal hydrolase 25-like isoform X1
gene10988,0.42902524,3.812919059,0.667470917,0.413934752,0.946893865,Golgi pH regulator-like
gene10989,-0.278793204,5.725033109,0.313801707,0.575356622,0.976289195,BUD13 homolog
gene10990,0.092338037,4.050770902,0.039591104,0.842282195,0.992241237,activating signal cointegrator 1 complex subunit 2-like isoform X1
gene10991,0.38261604,4.776748968,1.045931084,0.306446059,0.932260097,uncharacterized protein LOC111126331 isoform X1
gene10992,0.223519508,3.223196893,0.214294987,0.643421664,0.981107713,transmembrane protein 136-like
gene10993,-0.022040403,3.158459689,0.000247917,0.987437531,0.999243796,retinol dehydrogenase 7-like
gene10994,0.215090318,2.993269611,0.137565804,0.710713025,0.985947183,palmitoyltransferase ZDHHC3-like
gene10996,-0.660759415,3.467564976,1.07839824,0.299056157,0.931461638,large neutral amino acids transporter small subunit 1-like isoform X1
gene110,-0.352357894,6.254818519,0.662163653,0.41579713,0.948173137,LOW QUALITY PROTEIN: uncharacterized protein LOC111109754
gene11000,-0.956774001,2.426823131,1.698265053,0.192515027,0.898420206,protocadherin-9-like isoform X1
gene11002,-0.024712894,3.995268216,0.00085205,0.976713141,0.998340714,protocadherin gamma-A4-like isoform X1
gene11004,0.300900682,3.172258823,0.147847497,0.700600913,0.985023853,glycine receptor subunit alpha-3-like isoform X2
gene11005,-0.339397284,3.728899361,0.359933211,0.548543331,0.970301482,glycine receptor subunit alpha-3-like
gene11008,-0.835217175,4.874714228,1.356275974,0.244183932,0.920883779,sushi domain-containing protein 2-like
gene11015,0.165749384,3.103737672,0.035526855,0.850495934,0.993015535,glutamate receptor 2-like
gene11016,-0.132163007,3.054911097,0.039876408,0.841722424,0.992241237,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like"
gene11017,0.214113896,4.540773965,0.288939252,0.590901086,0.978656963,uncharacterized protein LOC111126068
gene11018,-0.294404427,4.858882472,0.641248669,0.423258997,0.950565135,mediator of RNA polymerase II transcription subunit 7-like
gene11019,-0.089838528,7.25066778,0.169305666,0.680729623,0.98354685,tyrosine-protein kinase Tec-like isoform X1
gene11020,-1.210184079,3.159884224,1.231454363,0.267124385,0.925711012,solute carrier family 25 member 43-like
gene11021,2.318091833,2.629781603,5.398751864,0.020151157,0.576091861,tyrosine-protein kinase BTK-like
gene11022,-1.327274386,3.513729743,4.034524339,0.04457824,0.716497634,ufm1-specific protease 2-like
gene11023,0.279009923,6.039061745,1.044371112,0.306807041,0.932260097,ubiquitin-conjugating enzyme E2 A isoform X1
gene11024,-0.313196519,6.751018431,0.713915875,0.398146893,0.944148204,uncharacterize lncRNA
gene11025,-0.489307344,4.980916048,1.175445788,0.278285097,0.928733489,peptidyl-prolyl cis-trans isomerase D-like
gene11026,0.048577179,4.311212581,0.006703509,0.934746146,0.994051482,integrin-linked protein kinase-like isoform X1
gene11027,-0.114105238,3.297892966,0.041554223,0.838471868,0.992241237,zinc finger protein 570-like
gene11028,-0.322156377,4.277624239,0.647579996,0.420979225,0.950565135,malignant T-cell-amplified sequence 1 homolog
gene11032,1.29277122,3.373110903,4.401865397,0.035899643,0.692537465,uncharacterized protein LOC111123571 isoform X1
gene11033,1.083905514,3.207203588,2.387066537,0.122343012,0.854029008,prolow-density lipoprotein receptor-related protein 1-like
gene11035,-0.088290873,6.917354065,0.051309557,0.820800015,0.992241237,oligosaccharyltransferase complex subunit OSTC-like
gene11037,0.10261565,8.949833144,0.091089541,0.762796572,0.987968907,78 kDa glucose-regulated protein
gene11038,1.116994307,3.781219684,3.621582991,0.05703458,0.757252926,protein C10-like
gene11039,-0.366712265,5.752519714,0.772505899,0.379442947,0.939088885,ATP-dependent DNA helicase Q5-like
gene11040,-0.501675377,2.996779012,0.30851483,0.578592978,0.97701797,PC-esterase domain-containing protein 1A-like
gene11041,-0.266266597,10.76226619,0.903496991,0.341845767,0.932260097,40S ribosomal protein S19-like
gene11042,0.337122859,4.586566215,0.269090122,0.60394278,0.978656963,uncharacterized protein LOC111126882 isoform X1
gene11043,-0.335951335,6.606255067,1.209406911,0.271449614,0.928587165,serine/threonine-protein kinase SIK3-like isoform X1
gene11045,-0.368165385,9.702019365,1.112200257,0.291604161,0.930456639,radial spoke head 1 homolog
gene11047,-1.000721405,2.796342104,0.722895058,0.395195916,0.943335498,uncharacterized protein LOC111126895
gene11049,0.164066894,4.939366364,0.130523537,0.717889834,0.986220354,cyclic AMP-dependent transcription factor ATF-6 alpha-like
gene11050,-0.736377366,7.966021281,2.299079859,0.129450665,0.860467,uncharacterize lncRNA
gene11051,0.105475022,7.271812442,0.146515243,0.701888012,0.985023853,uncharacterized protein LOC111125238 isoform X1
gene11052,-0.465039217,10.84078616,2.440446725,0.118242548,0.849629718,40S ribosomal protein S26-like isoform X1
gene11053,-0.381921552,7.978258613,1.026327556,0.311022783,0.932260097,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform-like
gene11054,-0.186469527,3.983407589,0.201798414,0.653273117,0.981107713,uncharacterized protein LOC111126298
gene11056,-0.059641687,5.398590037,0.014326354,0.904726544,0.993795637,caspase-3-like
gene11058,-0.647094616,3.848653325,1.113064536,0.291416755,0.930456639,acetylcholine receptor subunit beta-type lev-1-like isoform X2
gene11060,-0.520868551,3.434728308,0.523560998,0.469326602,0.956091449,neuronal acetylcholine receptor subunit alpha-3-like
gene11063,-0.454026645,3.909161635,0.430865876,0.511564382,0.964299122,acetylcholine receptor subunit delta-like
gene11064,-0.362858546,3.670869826,0.358561037,0.549306487,0.97042053,neuronal acetylcholine receptor subunit alpha-3-like
gene11065,1.128662144,3.387382503,3.40750481,0.064900512,0.772092742,acetylcholine receptor subunit alpha-type acr-16-like
gene11066,-0.221152622,3.905093024,0.136306889,0.711980423,0.986220354,uncharacterized protein LOC111126032
gene11067,0.19229602,3.026129594,0.058969402,0.80813232,0.991315755,uncharacterized protein LOC111126329
gene11070,0.751608131,8.807144579,3.396218825,0.065346052,0.772092742,uncharacterized protein LOC111123734 isoform X1
gene11071,-0.643499412,5.097838791,2.939642616,0.086429854,0.814289694,protein Dr1-like
gene11072,0.226462589,5.083469533,0.298963527,0.584532927,0.977235893,uncharacterized protein LOC111122640
gene11073,-0.170906761,7.519029638,0.220935943,0.6383277,0.981107713,coiled-coil domain-containing protein 151-like
gene11074,-0.331620223,5.069147368,0.96208626,0.326661805,0.932260097,rab-like protein 6 isoform X1
gene11075,-0.085547142,5.928383365,0.070268934,0.790945615,0.989195439,uncharacterized protein LOC111122643
gene11077,-1.380962511,3.799016324,4.324653325,0.037564065,0.693940397,uncharacterized protein LOC111127518
gene11078,0.708191727,2.684855316,0.71106879,0.399089228,0.944478449,netrin receptor DCC-like isoform X2
gene1108,-2.064169511,3.665969802,0.578927419,0.446733046,0.956091449,pancreatic secretory granule membrane major glycoprotein GP2-like
gene11080,1.006619211,4.587881873,2.162588335,0.141406319,0.865407939,uncharacterized protein LOC111125286 isoform X1
gene11081,0.388601488,5.277705816,0.338794427,0.560525929,0.974759326,uncharacterized protein LOC111125287
gene11082,-0.397180557,4.552945291,0.178238488,0.672891447,0.98354685,uncharacterized protein LOC111126187
gene11083,-0.722288355,4.565495504,3.092321349,0.078662515,0.799972401,dynactin subunit 1-like isoform X1
gene11084,-0.182556917,7.95548478,0.520110521,0.470794541,0.956091449,putative ATP-dependent RNA helicase me31b
gene11085,-0.345557951,2.395227993,0.202257319,0.652904939,0.981107713,7-methylguanosine phosphate-specific 5\'-nucleotidase A-like isoform X1
gene11086,0.087846464,5.213226053,0.067867944,0.794466725,0.98984769,"calcium/calmodulin-dependent 3\',5\'-cyclic nucleotide phosphodiesterase 1A-like isoform X1"
gene11089,0.926339749,4.439013263,3.912958317,0.047915183,0.726602497,extracellular matrix protein FRAS1-like isoform X1
gene1109,-1.159601809,3.545382118,0.410235396,0.521850052,0.96595916,von Willebrand factor D and EGF domain-containing protein-like
gene11092,-0.427986658,2.918968331,0.275539165,0.599640025,0.978656963,sphingomyelin synthase-related protein 1-like isoform X1
gene11093,0.116027357,4.413868367,0.093808978,0.759389552,0.987968907,prostaglandin E synthase 2-like
gene11095,0.965301659,3.800901571,4.656151378,0.030942474,0.657352104,probable palmitoyltransferase ZDHHC24
gene11096,-0.197542686,5.232742073,0.213475138,0.644057155,0.981107713,uncharacterized protein LOC111122519
gene11097,-0.070869835,5.868936355,0.065602327,0.797850835,0.990057259,uncharacterized protein LOC111122837 isoform X1
gene11098,-1.311390198,3.835581862,3.165897505,0.075191097,0.787597054,calcium channel flower homolog
gene11099,-0.092392958,3.849367255,0.035200955,0.851175193,0.993015535,uncharacterized protein C1orf112 homolog isoform X1
gene111,0.084397744,4.295801772,0.02465511,0.875229513,0.993795637,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb) (Myosin heavy chain myr 2)
gene11101,-0.722468587,5.142107531,3.284611681,0.069932169,0.781760961,DNA (cytosine-5)-methyltransferase 1-like
gene11102,-1.611997083,8.215777535,9.552008667,0.001997307,0.289039565,immediate early response gene 5-like protein
gene11103,-0.817619943,5.217714468,2.765232923,0.096332664,0.825167704,protein lev-9-like isoform X1
gene11105,-1.136209144,3.595758488,2.926074682,0.087159173,0.815390351,hemicentin-1-like isoform X1
gene11106,-0.693715441,4.885905814,1.980586277,0.159328657,0.884593411,peroxidase-like protein
gene11108,-0.315569222,6.68586572,1.316704387,0.251184368,0.921674566,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1-like isoform X1"
gene11109,-1.057183074,6.661522562,2.724968382,0.098790078,0.825167704,uncharacterized protein LOC111122990
gene11110,-0.962912889,2.676870134,0.570378716,0.450108464,0.956091449,uncharacterized protein LOC111124300
gene11113,-0.814852199,5.433474832,5.956483186,0.014663261,0.537211379,uncharacterized protein LOC111127124 isoform X1
gene11114,0.018905291,3.729427123,0.000356518,0.984935493,0.999054434,LIM/homeobox protein Lhx3-like
gene11115,1.004573141,3.917118518,1.588506874,0.20753959,0.905319868,uncharacterized protein LOC111123328 isoform X1
gene11116,-2.416966557,4.170162863,9.580671267,0.001966365,0.289039565,hemicentin-1-like isoform X1
gene11117,-1.781409577,3.121482587,4.256425701,0.039102113,0.699822258,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like
gene11118,-0.196668675,5.452060022,0.353501174,0.55213786,0.971918594,myotubularin-related protein 2-like
gene11119,0.024495752,5.608274,0.001427129,0.969865191,0.998340714,vascular endothelial growth factor receptor 1-like isoform X1
gene11120,-0.156683991,6.303671097,0.188292237,0.664341791,0.98291572,proteasome maturation protein-like
gene11122,-0.124734545,6.63476362,0.162367915,0.686985727,0.984120103,"calcium uptake protein 3, mitochondrial-like isoform X1"
gene11123,-0.352808927,6.559575872,1.093058057,0.295794634,0.931461638,uncharacterized protein LOC111126204
gene11124,-0.257370209,2.838027695,0.181704667,0.669912351,0.98354685,nucleoside diphosphate-linked moiety X motif 6-like isoform X1
gene11125,-0.052998544,2.927475337,0.005208848,0.942464752,0.995636635,uncharacterized protein LOC111126995 isoform X1
gene11132,-0.286301551,6.324841805,0.414734085,0.519576398,0.965262428,uncharacterized protein LOC111124471 isoform X1
gene11135,-0.12819022,6.169836235,0.134400322,0.713912563,0.986220354,uncharacterized protein LOC111124470 isoform X1
gene11137,-0.565089445,3.109392752,0.243232671,0.621880997,0.979554479,uncharacterized protein LOC111124466 isoform X1
gene11142,0.040679647,4.470825841,0.00864424,0.925923895,0.993795637,receptor-type tyrosine-protein phosphatase kappa-like
gene11143,-0.196352316,5.730876171,0.164452587,0.685089778,0.984120103,uncharacterized protein LOC111124301
gene11144,-0.647672782,4.406843775,0.881517775,0.34778631,0.932260097,neuronal calcium sensor 1-like
gene11145,-0.395438505,4.417200866,1.014691011,0.313781635,0.932260097,NF-kappa-B-repressing factor-like
gene11146,0.472235295,2.857806424,0.16392145,0.685571498,0.984120103,uncharacterized protein LOC111124302
gene11147,-0.149831095,10.07662199,0.147512588,0.700923842,0.985023853,"actin, adductor muscle"
gene11148,0.447898892,6.970479772,2.46793817,0.116190251,0.847057138,deoxyribonuclease-2-alpha-like isoform X1
gene11149,-0.583712139,5.920773436,1.132225964,0.287301034,0.928733489,plancitoxin-1-like
gene11150,-1.666057667,3.752651396,7.478403758,0.006244341,0.421158503,plancitoxin-1-like
gene11151,0.546781089,5.476172465,1.075791067,0.299641035,0.931461638,deoxyribonuclease-2-alpha-like isoform X2
gene11152,0.04802765,5.598664563,0.020465436,0.886244804,0.993795637,FK506-binding protein 15-like isoform X1
gene11153,0.266870277,6.785423123,0.729530655,0.393035364,0.941854366,high affinity copper uptake protein 1-like isoform X1
gene11155,-0.506325965,5.467543418,1.783919635,0.181668753,0.893782014,ral guanine nucleotide dissociation stimulator-like 1 isoform X2
gene11156,0.076368585,5.208360697,0.067719307,0.794686877,0.98984769,pre-mRNA-splicing factor 38B-like isoform X1
gene11157,-0.088212381,2.926942212,0.010018426,0.920271218,0.993795637,"serine beta-lactamase-like protein LACTB, mitochondrial"
gene11158,0.066806671,3.440859339,0.014587907,0.903864968,0.993795637,uncharacterized protein LOC111125950 isoform X1
gene11159,-0.08923029,3.259254387,0.026414694,0.870891671,0.993795637,xenotropic and polytropic retrovirus receptor 1-like isoform X1
gene1116,0.574915884,3.054499774,0.534166014,0.464860628,0.956091449,glutamic acid-rich protein-like isoform X1
gene11161,-0.274742856,5.237911957,0.684622764,0.407999423,0.945588216,CCR4-NOT transcription complex subunit 7-like
gene11162,0.281432783,5.03181374,0.684228481,0.408134454,0.945588216,vacuolar protein sorting-associated protein 37A-like
gene11163,0.291695671,3.317128323,0.242702757,0.62226082,0.97974056,AN1-type zinc finger protein 2A-like isoform X1
gene11164,0.129811605,2.666929559,0.023704184,0.87763999,0.993795637,uncharacterized protein LOC111125971
gene11170,0.330917845,6.85640834,1.307885044,0.252777937,0.921674566,dynamin-1-like isoform X1
gene11171,-0.121848933,2.393097243,0.026320598,0.871119822,0.993795637,haloacid dehalogenase-like hydrolase domain-containing protein 3
gene11172,-0.41620319,6.933693738,2.258770866,0.132859474,0.863321167,centriolin-like isoform X1
gene11176,0.34716115,4.763318733,0.669837413,0.413108298,0.946502987,uncharacterized protein LOC111125949 isoform X1
gene11177,-0.55503654,5.179775555,1.828364366,0.176320861,0.892094059,E3 ubiquitin-protein ligase NRDP1-like isoform X1
gene11178,-0.410414101,4.443750098,0.856231303,0.354795488,0.932260097,notch-regulated ankyrin repeat-containing protein A-like
gene11179,-0.150145855,2.93362076,0.082635893,0.773756608,0.987968907,queuine tRNA-ribosyltransferase accessory subunit 2-like isoform X1
gene1118,-0.812086544,6.00751258,0.779385583,0.377329116,0.939088885,uncharacterized protein LOC111111460
gene11180,-0.224112626,4.790730024,0.252103309,0.615597952,0.978656963,negative elongation factor E-like
gene11181,0.205003575,4.062543068,0.256611452,0.612457749,0.978656963,WD repeat-containing protein 47-like isoform X1
gene11182,-0.189773044,5.124982326,0.237506262,0.626013054,0.979866759,ubiquitin carboxyl-terminal hydrolase 20-like isoform X1
gene11183,0.601409212,3.363419434,0.343079646,0.558056963,0.974759326,receptor-type tyrosine-protein phosphatase kappa-like
gene11190,-0.492841806,4.214342022,1.131938436,0.287362244,0.928733489,uncharacterized protein LOC111124575 isoform X1
gene11191,-0.095172946,4.125229848,0.040574984,0.840360537,0.992241237,M-phase-specific PLK1-interacting protein-like
gene11192,0.275631937,4.664144463,0.487170097,0.485192382,0.959339323,tubulin-specific chaperone cofactor E-like protein
gene11193,0.201550271,5.739458423,0.216177324,0.641968171,0.981107713,prenylated Rab acceptor protein 1-like isoform X1
gene11194,-0.343587239,6.611458525,0.60064377,0.438332504,0.953854878,uncharacterized protein LOC111124902 isoform X1
gene11196,-0.125164362,4.373674129,0.019093136,0.89009981,0.993795637,uncharacterized protein LOC111124304
gene11198,-1.828511621,3.198879321,6.230490608,0.012556894,0.518081179,uncharacterized protein LOC111123877
gene11202,0.106712213,5.290239951,0.074971029,0.784231883,0.98882458,thyroid transcription factor 1-associated protein 26 homolog
gene11204,-1.244546864,4.444859881,1.892939291,0.168870771,0.888303206,uncharacterized protein LOC111123990 isoform X1
gene11205,-0.3062742,2.995841429,0.071524323,0.789130161,0.989195439,flocculation protein FLO11-like
gene11206,-0.102302127,5.394354029,0.119455039,0.729626297,0.986801184,TGF-beta receptor type-1-like
gene11207,-1.940955443,2.676862757,2.816051759,0.093325709,0.823220557,WD repeat-containing protein 86-like isoform X1
gene11214,-0.087921821,4.3514937,0.042274766,0.837096906,0.992241237,leucine-rich repeat and death domain-containing protein 1-like
gene11215,0.268622562,5.389460642,1.058125321,0.303643145,0.932260097,dnaJ homolog subfamily C member 13-like isoform X1
