sample,fastq_1,fastq_2,strandedness
SRX5644315,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644315_SRR8856674_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644315_SRR8856674_2.fastq.gz,auto
SRX5644316,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644316_SRR8856673_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644316_SRR8856673_2.fastq.gz,auto
SRX5644317,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644317_SRR8856672_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644317_SRR8856672_2.fastq.gz,auto
SRX5644318,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644318_SRR8856671_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644318_SRR8856671_2.fastq.gz,auto
SRX5644319,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644319_SRR8856670_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644319_SRR8856670_2.fastq.gz,auto
SRX5644320,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644320_SRR8856669_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644320_SRR8856669_2.fastq.gz,auto
SRX5644321,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644321_SRR8856668_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644321_SRR8856668_2.fastq.gz,auto
SRX5644322,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644322_SRR8856667_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644322_SRR8856667_2.fastq.gz,auto
SRX5644323,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644323_SRR8856666_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644323_SRR8856666_2.fastq.gz,auto
SRX5644324,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644324_SRR8856665_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644324_SRR8856665_2.fastq.gz,auto
SRX5644325,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644325_SRR8856664_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644325_SRR8856664_2.fastq.gz,auto
SRX5644326,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644326_SRR8856663_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644326_SRR8856663_2.fastq.gz,auto
SRX5644327,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644327_SRR8856662_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644327_SRR8856662_2.fastq.gz,auto
SRX5644328,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644328_SRR8856661_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644328_SRR8856661_2.fastq.gz,auto
SRX5644329,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644329_SRR8856660_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644329_SRR8856660_2.fastq.gz,auto
SRX5644330,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644330_SRR8856659_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644330_SRR8856659_2.fastq.gz,auto
SRX5644331,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644331_SRR8856658_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644331_SRR8856658_2.fastq.gz,auto
SRX5644332,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644332_SRR8856657_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644332_SRR8856657_2.fastq.gz,auto
SRX5644333,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644333_SRR8856656_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644333_SRR8856656_2.fastq.gz,auto
SRX5644334,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644334_SRR8856655_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644334_SRR8856655_2.fastq.gz,auto
SRX5644335,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644335_SRR8856654_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644335_SRR8856654_2.fastq.gz,auto
SRX5644336,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644336_SRR8856653_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644336_SRR8856653_2.fastq.gz,auto
SRX5644337,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644337_SRR8856652_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644337_SRR8856652_2.fastq.gz,auto
SRX5644338,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644338_SRR8856651_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644338_SRR8856651_2.fastq.gz,auto
SRX5644339,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644339_SRR8856650_1.fastq.gz,/gscratch/scrubbed/strigg/analyses/20241108_RNAseq/fastq/SRX5644339_SRR8856650_2.fastq.gz,auto
